DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2016-0179-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4360|DFO:4366,,FRA,France,Western Europe,Europe,"Yvelines, Paris districts (Ile-de-France province), Marne district (Champagne-Ardenne), Manche, Calvados districts (Basse-Normandie province), Orne, Eure, Seine-Maritime (Haute-Normandie province)",Heavy rains,Lightening,No,No,No,,,Km2,,,"Seine, Loing, Yonne",2016,5.0,31.0,2016,6.0,5.0,5.0,24.0,,,24.0,,,1300000.0,1650418.0,2400000.0,3046926.0,78.76792299752094,"[{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16250,""adm2_name"":""Manche""},{""adm2_code"":16251,""adm2_name"":""Orne""},{""adm2_code"":16269,""adm2_name"":""Marne""},{""adm2_code"":16276,""adm2_name"":""Eure""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16280,""adm2_name"":""Paris""},{""adm2_code"":16285,""adm2_name"":""Yvelines""}]",2016-06-06,2023-09-25
2016-0279-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Bar,FRA,France,Western Europe,Europe,Rouen,,,No,No,No,,,,,,,2016,8.0,6.0,2016,8.0,6.0,13.0,6.0,,,6.0,,,,,,,78.76792299752094,,2016-08-08,2023-09-25
2017-0086-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,'Zeus',FRA,France,Western Europe,Europe,"Brittany, Provence, Sud Ouest (Brive), Alpes du Sud, Centre et Sud-Est.",,,No,No,No,,193.0,Kph,,,,2017,3.0,6.0,2017,3.0,7.0,2.0,11.0,,,11.0,,,341000.0,423888.0,550000.0,683690.0,80.44577926194549,"[{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2017-03-21,2023-09-25
2017-0292-FRA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,FRA,France,Western Europe,Europe,"Near Bormes-les-Mimosas (Var- cote d'Azur); Haute-Corse, Vaucluse, Var, Alpes-Maritimes","Wind, drought",,No,No,No,,72.0,Km2,,,,2017,7.0,24.0,2017,7.0,25.0,,12.0,12000.0,,12012.0,,,,,,,80.44577926194549,"[{""adm2_code"":16271,""adm2_name"":""Haute-Corse""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""}]",2017-07-31,2023-09-25
2017-0320-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4491,,FRA,France,Western Europe,Europe,Haute-Loire Department (Le Brignon),Torrential rains,,No,No,No,,,Km2,45.486,3.338,,2017,6.0,13.0,2017,6.0,15.0,1.0,,160.0,,160.0,,,,,,,80.44577926194549,"[{""adm2_code"":16247,""adm2_name"":""Haute-Loire""}]",2017-08-04,2023-09-25
2018-0002-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,Eleanor,FRA,France,Western Europe,Europe,"Alps, Morillon (Haute Savoie), Corse, Savoie, Isère, Cambrai (Nord), Paris region (Ile-de-France), Seine Maritime, Pas de Calais, Haute Marne, Manche, Bretagne, Lucenay-Lévêque (Saône et Loire)",,"Slide (land, mud, snow, rock)|Wildfire",No,No,No,,160.0,Kph,,,"Aube, Moselle",2018,1.0,3.0,2018,1.0,4.0,6.0,30.0,,,30.0,,,,,200000.0,242687.0,82.41066796103514,"[{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm2_code"":16250,""adm2_name"":""Manche""},{""adm2_code"":16254,""adm2_name"":""Saone-et-Loire""},{""adm2_code"":16268,""adm2_name"":""Haute-Marne""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16306,""adm2_name"":""Nord""},{""adm2_code"":16307,""adm2_name"":""Pas-de-Calais""},{""adm2_code"":16329,""adm2_name"":""Haute-Savoie""},{""adm2_code"":16330,""adm2_name"":""Isere""},{""adm2_code"":16333,""adm2_name"":""Savoie""}]",2018-01-04,2025-03-18
2018-0025-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,'Friederike' (David),FRA,France,Western Europe,Europe,"Pas-de-Calais department, Nord",,,No,No,No,,,Kph,,,,2018,1.0,17.0,2018,1.0,18.0,,,,,,,,,,,,82.41066796103514,"[{""adm2_code"":16306,""adm2_name"":""Nord""},{""adm2_code"":16307,""adm2_name"":""Pas-de-Calais""}]",2018-03-08,2023-09-25
2018-0037-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4566,,FRA,France,Western Europe,Europe,Ile-de-France,Heavy rains,,No,No,No,,72015.73,Km2,48.511,1.606,"Seine, Marne, Yonne, Rhône, Saône",2018,1.0,24.0,2018,1.0,29.0,,,2750.0,,2750.0,,,175000.0,212351.0,372000.0,451398.0,82.41066796103514,"[{""adm1_code"":1259,""adm1_name"":""Ile-de-France""}]",2018-02-19,2023-09-25
2018-0061-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,°C,,,,2018,2.0,23.0,2018,2.0,28.0,3.0,,,,,,,,,,,82.41066796103514,,2018-02-28,2023-09-25
2018-0235-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,38.0,°C,,,,2018,7.0,,2018,7.0,,,,,,,,,,,,,82.41066796103514,,2018-07-26,2025-03-18
2018-0375-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Carcasonne, Conques sur Orbiel, Aragon, Berriac, Trbes, Flore, Villegaihenc, Villemoustaussou, Villalier (Aude, Hérault)",Torrenntial rains,,No,No,No,,,Km2,,,,2018,10.0,14.0,2018,10.0,15.0,14.0,76.0,1400.0,,1476.0,,,230000.0,279090.0,340000.0,412568.0,82.41066796103514,"[{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16290,""adm2_name"":""Aude""}]",2018-10-15,2023-09-25
2018-0397-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Adrian',FRA,France,Western Europe,Europe,"Corse, Cote d'Azur",,,No,No,No,,,Kph,,,,2018,10.0,30.0,2018,10.0,30.0,,,,,,,,,,,,82.41066796103514,"[{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2018-11-06,2023-09-25
2019-0296-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,"Vaucluse, Bouches-du-Rhône, Hérault, Gard",,,No,No,No,,46.0,°C,,,,2019,6.0,24.0,2019,7.0,7.0,567.0,,,,,,,,,,,83.90417006010567,"[{""adm2_code"":16287,""adm2_name"":""Herault""}]",2019-07-05,2023-09-25
2019-0366-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,Toute la France métropolitaine (excepté l'ouest de la Bretagne et la Corse),,,No,No,No,,43.6,°C,,,,2019,7.0,21.0,2019,7.0,27.0,868.0,,,,,,,,,,,83.90417006010567,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""},{""adm2_code"":16256,""adm2_name"":""Cotes-d'Armor""},{""adm2_code"":16258,""adm2_name"":""Ille-et-Vilaine""},{""adm2_code"":16259,""adm2_name"":""Morbihan""}]",2019-07-29,2025-03-18
2019-0388-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,Meurthe-et-Moselle,,,No,No,No,,,Kph,,,,2019,8.0,9.0,2019,8.0,9.0,,,90.0,,90.0,,,,,,,83.90417006010567,"[{""adm2_code"":16294,""adm2_name"":""Meurthe-et-Moselle""}]",2019-08-16,2023-09-25
2019-0505-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Hérault, Gard, Pyrénées-Orientales",,,No,No,No,,,Km2,,,,2019,10.0,21.0,2019,10.0,24.0,3.0,,1000.0,,1000.0,,,,,,,83.90417006010567,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""}]",2019-10-24,2024-10-25
2019-0533-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',FRA,France,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,163.0,Kph,,,,2019,10.0,28.0,2019,11.0,3.0,1.0,4.0,50.0,,54.0,,,,,,,83.90417006010567,"[{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2019-11-05,2023-09-25
2019-0551-FRA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,FRA,France,Western Europe,Europe,Auvergne-Rhône-Alpes region,,,No,No,No,,5.3,Moment Magnitude,,,,2019,11.0,11.0,2019,11.0,11.0,,4.0,750.0,,754.0,,,,,,,83.90417006010567,"[{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2019-11-19,2023-09-25
2019-0558-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,"Var, Alpes Maritimes, Puy de Dome departments.",,Flood,No,No,No,,,Kph,,,,2019,11.0,23.0,2019,11.0,24.0,5.0,,625.0,,625.0,,,,,315000.0,375428.0,83.90417006010567,"[{""adm2_code"":16248,""adm2_name"":""Puy-de-Dome""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2019-11-25,2023-09-25
2019-0576-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Var, Alpes-Maritimes, Bouches-du-Rhone, Alpes-de-Haute-Provence (Provence-Alpes-Côte d'Azur Region)",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,11.0,30.0,2019,12.0,2.0,5.0,2.0,100.0,,102.0,,,,,,,83.90417006010567,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2019-12-04,2023-09-25
2019-0621-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Pyrénées-Atlantiques, Landes, Lot-et-Garonne, Gironde, Gers departments",,Flood,No,No,No,,,Kph,,,,2019,12.0,12.0,2019,12.0,17.0,2.0,13.0,600.0,,613.0,,,,,100000.0,119184.0,83.90417006010567,"[{""adm2_code"":16241,""adm2_name"":""Gironde""},{""adm2_code"":16242,""adm2_name"":""Landes""},{""adm2_code"":16243,""adm2_name"":""Lot-et-Garonne""},{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""},{""adm2_code"":16300,""adm2_name"":""Gers""}]",2019-12-16,2023-09-25
2019-0626-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,"Elsa, Fabien",FRA,France,Western Europe,Europe,"Corse,Dordogne, Cote d'Azur",,,No,No,No,,206.0,Kph,,,,2019,12.0,19.0,2019,12.0,22.0,,4.0,,,4.0,,,,,,,83.90417006010567,"[{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm2_code"":16240,""adm2_name"":""Dordogne""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2019-12-23,2023-09-25
2020-0020-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,DFO:4862,'Gloria',FRA,France,Western Europe,Europe,"Pyrénées-Orientales, Aude, Ariège, and Haute-Garonne departments",,,No,No,No,,,Kph,,,,2020,1.0,21.0,2020,1.0,23.0,,,1750.0,,1750.0,,,,,,,84.93919812938861,"[{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""},{""adm2_code"":16290,""adm2_name"":""Aude""},{""adm2_code"":16298,""adm2_name"":""Ariege""},{""adm2_code"":16301,""adm2_name"":""Haute-Garonne""}]",2020-01-23,2025-02-27
2020-0051-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),FRA,France,Western Europe,Europe,"Aisne, Ardennes, Aube, Calvados, Côtes-d’Armor, Eure, Eure-et-Loir, Finistère, lLoire-Atlantique, Loiret, Manche, Marne, Haute-Marne, lMeurthe-et-Moselle, lMeuse, lMorbihan, lMoselle, Nord, Oise, Orne, lPas-de-Calais, lBas-Rhin, le Haut-Rhin, Paris, lSeine-Maritime, lSeine-et-Marne, Yvelines, Somme, Vosges, Yvonne, Essonne, Val-d’Oise; Corse;",,,No,No,No,,,Kph,,,,2020,2.0,8.0,2020,2.0,8.0,,31.0,,,31.0,,,,,,,84.93919812938861,"[{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm2_code"":16238,""adm2_name"":""Bas-Rhin""},{""adm2_code"":16239,""adm2_name"":""Haut-Rhin""},{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16250,""adm2_name"":""Manche""},{""adm2_code"":16251,""adm2_name"":""Orne""},{""adm2_code"":16256,""adm2_name"":""Cotes-d'Armor""},{""adm2_code"":16257,""adm2_name"":""Finistere""},{""adm2_code"":16259,""adm2_name"":""Morbihan""},{""adm2_code"":16261,""adm2_name"":""Eure-et-Loir""},{""adm2_code"":16265,""adm2_name"":""Loiret""},{""adm2_code"":16266,""adm2_name"":""Ardennes""},{""adm2_code"":16267,""adm2_name"":""Aube""},{""adm2_code"":16268,""adm2_name"":""Haute-Marne""},{""adm2_code"":16269,""adm2_name"":""Marne""},{""adm2_code"":16276,""adm2_name"":""Eure""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16278,""adm2_name"":""Essonne""},{""adm2_code"":16280,""adm2_name"":""Paris""},{""adm2_code"":16281,""adm2_name"":""Seine-et-Marne""},{""adm2_code"":16283,""adm2_name"":""Val-d'Oise""},{""adm2_code"":16285,""adm2_name"":""Yvelines""},{""adm2_code"":16294,""adm2_name"":""Meurthe-et-Moselle""},{""adm2_code"":16295,""adm2_name"":""Meuse""},{""adm2_code"":16296,""adm2_name"":""Moselle""},{""adm2_code"":16297,""adm2_name"":""Vosges""},{""adm2_code"":16306,""adm2_name"":""Nord""},{""adm2_code"":16307,""adm2_name"":""Pas-de-Calais""},{""adm2_code"":16308,""adm2_name"":""Loire-Atlantique""},{""adm2_code"":16313,""adm2_name"":""Aisne""},{""adm2_code"":16314,""adm2_name"":""Oise""},{""adm2_code"":16315,""adm2_name"":""Somme""}]",2020-02-12,2025-03-18
2020-0202-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Gironde, Landes Departments, Ile de France Region",Heavy rains,,No,No,No,,,Km2,,,,2020,5.0,11.0,2020,5.0,11.0,,1.0,284.0,,285.0,,,,,,,84.93919812938861,"[{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm2_code"":16241,""adm2_name"":""Gironde""},{""adm2_code"":16242,""adm2_name"":""Landes""}]",2020-05-13,2025-02-27
2020-0254-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Ajaccio (Corsica); Salines, Cannes, Pietralba",Heavy rains,,No,No,No,,,Km2,,,,2020,6.0,10.0,2020,6.0,11.0,,,200.0,,200.0,,,,,,,84.93919812938861,"[{""adm2_code"":16270,""adm2_name"":""Corse-du-Sud""},{""adm2_code"":16271,""adm2_name"":""Haute-Corse""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2020-06-15,2024-10-25
2020-0418-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Alex',FRA,France,Western Europe,Europe,"Roya Valley, Vésubie, Tinée (Provence-Alpes-Côte d'Azur Region)",,,No,No,No,,,Kph,,,,2020,10.0,2.0,2020,10.0,4.0,18.0,,12980.0,,12980.0,,,,,967000.0,1138461.0,84.93919812938861,"[{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""}]",2020-10-13,2023-09-25
2020-0459-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,Valleraugue (Gard department); Lozère and Herault departments,Heavy rains,,No,No,No,,,Km2,,,,2020,9.0,18.0,2020,9.0,19.0,2.0,,421.0,,421.0,,,,,53000.0,62398.0,84.93919812938861,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16288,""adm2_name"":""Lozere""}]",2020-10-21,2025-02-27
2020-0530-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,°C,,,,2020,7.0,30.0,2020,8.0,16.0,1924.0,,,,,,,,,,,84.93919812938861,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2021-01-05,2023-09-25
2021-0063-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Charente-Maritime Department, Lot-et-Garonne Departmen, Gironde Department (Nouvelle-Aquitaine Region)",Heavy rains,,No,No,Yes,,,Km2,,,Garonne river,2021,2.0,1.0,2021,2.0,10.0,,5.0,300.0,,305.0,,,,,10000.0,11245.0,88.92949347720737,"[{""adm2_code"":16241,""adm2_name"":""Gironde""},{""adm2_code"":16243,""adm2_name"":""Lot-et-Garonne""},{""adm2_code"":16317,""adm2_name"":""Charente-Maritime""}]",2021-02-05,2023-09-25
2021-0318-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Beauvais, Tillé, Auneuil Municipalities (Oise Department); Marne, Somme",Heavy rains,Lightening,No,No,No,,,Km2,,,,2021,6.0,21.0,2021,6.0,21.0,1.0,,600.0,,600.0,,,,,,,88.92949347720737,"[{""adm2_code"":16269,""adm2_name"":""Marne""},{""adm2_code"":16314,""adm2_name"":""Oise""},{""adm2_code"":16315,""adm2_name"":""Somme""}]",2021-06-22,2024-10-28
2021-0411-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"La Marne, La Meuse, La Moselle Departments; Châtel de Houx, Le Field (Jura); Plainfaing (Vosges); Villers la Chèvre, Errouville, Longuyon, Villette (Meurthe en Moselle); Bras-sur-Meuse (Meuse)",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Ornain River and the Canal de la Marne au Rhin,2021,7.0,15.0,2021,7.0,16.0,,,240.0,,240.0,,,,,,,88.92949347720737,"[{""adm2_code"":16269,""adm2_name"":""Marne""},{""adm2_code"":16274,""adm2_name"":""Jura""},{""adm2_code"":16294,""adm2_name"":""Meurthe-et-Moselle""},{""adm2_code"":16295,""adm2_name"":""Meuse""},{""adm2_code"":16296,""adm2_name"":""Moselle""},{""adm2_code"":16297,""adm2_name"":""Vosges""}]",2021-07-16,2023-09-25
2021-0436-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,Saône-et-Loire Department (Bourgogne-Franche-Comté Region); Auvergne Region; Moselle Department (Grand Est Region),,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,7.0,23.0,2021,7.0,24.0,,,255.0,,255.0,,,,,,,88.92949347720737,"[{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm2_code"":16254,""adm2_name"":""Saone-et-Loire""},{""adm2_code"":16296,""adm2_name"":""Moselle""}]",2021-07-26,2023-09-25
2021-0586-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Gard Department,Heavy rains,Lightening,No,No,No,,,Km2,,,,2021,9.0,14.0,2021,9.0,14.0,,,600.0,,600.0,,,,,,,88.92949347720737,"[{""adm2_code"":16286,""adm2_name"":""Gard""}]",2021-09-15,2024-10-28
2021-0687-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Aurore' (Hendrick),FRA,France,Western Europe,Europe,"Brittany, Normandy, Champagne-Ardennes, Paris, Ile de France","Stro,gs wnds and heav rains",,No,No,No,,150.0,Kph,,,,2021,10.0,21.0,2021,10.0,22.0,,,,,,,,,,,,88.92949347720737,"[{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm2_code"":16280,""adm2_name"":""Paris""}]",2021-10-22,2023-09-25
2021-0756-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Nord, Pas-de-Calais, Hauts-de-France Region",Heavy raiins,,No,No,No,,,Km2,,,,2021,11.0,27.0,2021,11.0,29.0,1.0,2.0,300.0,,302.0,,,,,,,88.92949347720737,"[{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""}]",2021-11-30,2023-09-25
2021-0761-FRA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,FRA,France,Western Europe,Europe,Calais,,,No,No,No,,,,,,,2021,11.0,24.0,2021,11.0,24.0,31.0,,,,,,,,,,,88.92949347720737,,2021-11-30,2023-09-25
2021-0792-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Nouvelle-Aquitaine; Occitanie; Landes; Pyrénées-Atlantiques,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,12.0,9.0,2021,12.0,10.0,,,100.0,,100.0,,,,,23000.0,25863.0,88.92949347720737,"[{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""}]",2021-12-10,2024-10-28
2021-0825-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,Rhone region,,,No,No,Yes,,,°C,,,,2021,4.0,5.0,2021,4.0,8.0,,,,,,,,,,5600000.0,6297123.0,88.92949347720737,"[{""adm2_code"":16332,""adm2_name"":""Rhone""}]",2022-01-03,2024-04-23
